,prices,location,furnished,owner,link,title,area,type,dates,text,bathrooms,text1,co-ordinate,depo
13,"28,000",Arihant Court,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-arihant-court-rasta-peth-pune-910-sq-ft-spid-V56092064,2 BHK Residential Apartment for rent in Rasta Peth,910,2 BHK2 Baths,Posted on Today by Owner,,,,,
14,"22,000",The Greater Ganga Panama,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-the-greater-ganga-panama-pimple-nilakh-pune-1535-sq-ft-spid-M56091222,3 BHK Residential Apartment for rent in Pimple Nilakh,"1,535",3 BHK3 Baths,Posted on Today by Owner,,,,,
15,"20,000",Megapolis Sangria Towers,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-megapolis-sangria-towers-hinjewadi-pune-1118-sq-ft-spid-V56090882,2 BHK Residential Apartment for rent in Hinjewadi,"1,118",2 BHK2 Baths,Posted on Today by Owner,,,,,
16,"16,000",Jade Residency,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-jade-residency-wagholi-pune-980-sq-ft-spid-E56090740,2 BHK Residential Apartment for rent in Wagholi,980,2 BHK2 Baths,Posted on Today by Owner,,,,,
17,"17,000",TCG The Crown Greens,,,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-tcg-the-crown-greens-hinjewadi-phase-2-pune-663-sq-ft-spid-R56090732,1 BHK Residential Apartment for rent in Hinjewadi Phase 2,663,1 BHK1 Bath,Posted on Today by Owner,,,,,
18,"11,000",Ruston Colony,,,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-ruston-colony-chinchwad-pune-650-sq-ft-spid-E50432796,1 BHK Residential Apartment for rent in Chinchwad,650,1 BHK1 Bath,Posted on Today by Owner,,,,,
19,"3,500",,,,https://www.99acres.com/other-residential-property-for-rent-in-200-sq-ft-spid-V56090672,Residential property for rent in Parande Nagar,200,,Posted on Today by Owner,,,,,
20,"3,000",,,,https://www.99acres.com/1-bhk-bedroom-independent-house-for-rent-in-450-sq-ft-spid-T56090666,1 Bedroom Independent House for rent in Alandi Road Bhosari,450,1 BHK1 Bath,Posted on Today by Owner,,,,,
21,"11,000",Casa Pallacio City Tower,,,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-casa-pallacio-city-tower-viman-nagar-pune-750-sq-ft-spid-I56090608,1 BHK Residential Apartment for rent in Viman Nagar,750,1 BHK2 Baths,Posted on Today by Owner,,,,,
22,"22,000",Prestige Gold,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-prestige-gold-keshav-nagar-pune-813-sq-ft-spid-Y56090504,2 BHK Residential Apartment for rent in Keshav Nagar,813,2 BHK2 Baths,Posted on Today by Owner,,,,,
23,"19,000",,,,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-rent-in-mundhwa-pune-1200-sq-ft-spid-Q56090344,2 BHK Independent Builder Floor for rent in Mundhwa,"1,200",2 BHK2 Baths,Posted on Today by Owner,,,,,
24,"20,000",AWHO Vijay Vihar,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-awho-vijay-vihar-wagholi-pune-1700-sq-ft-spid-E56090064,3 BHK Residential Apartment for rent in Wagholi,"1,700",3 BHK3 Baths,Posted on Today by Owner,,,,,
25,"20,000",AWHO Vijay Vihar,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-awho-vijay-vihar-wagholi-pune-1700-sq-ft-spid-H90979400,3 BHK Residential Apartment for rent in Wagholi,"1,700",3 BHK3 Baths,Posted on Today by Owner,,,,,
0,"18,500","Chinchwad, Pune",Semi Furnished,Srikant Kulkarni,https://housing.com/rent/6503271-1500-sqft-3-bhk-independent-house-on-rent-in-chinchwad-pune,3 BHK Independent House for rent in Chinchwad,1500 sq.ft,,,,,,,
1,"7,500","Chandan Nagar, Pune",Semi Furnished,Suraj Gupta,https://housing.com/rent/5840386-151-sqft-1-rk-independent-house-on-rent-in-chandan-nagar-pune,1 RK Independent House for rent in Chandan Nagar,151 sq.ft,,,,,,,
2,"25,000","Manjari Budruk, Pune",Fully Furnished,Ronal Nikalje,https://housing.com/rent/6235262-2000-sqft-2-bhk-independent-house-on-rent-in-manjari-budruk-pune,2 BHK Independent House for rent in Manjari Budruk,2000 sq.ft,,,,,,,
3,"10,000","Hinjawadi Village, Hinjewadi,Pune",Fully Furnished,Balaji Om Shiv Sai Home's,https://housing.com/rent/6304684-450-sqft-1-bhk-independent-house-on-rent-in-hinjewadi-pune,1 BHK Independent House for rent in Hinjewadi,450 sq.ft,,,,,,,
4,"9,000","Keshav Nagar, Mundhwa,Pune",Semi Furnished,Dalvi Sambhaji,https://housing.com/rent/4014042-510-sqft-2-bhk-independent-house-on-rent-in-mundhwa-pune,2 BHK Independent House for rent in Mundhwa,510 sq.ft,,,,,,,
5,"6,000","Green Wood, Manjari Budruk, Pune",Unfurnished,Sunil,https://housing.com/rent/6238757-580-sqft-1-bhk-independent-house-on-rent-in-manjari-budruk-pune,1 BHK Independent House for rent in Manjari Budruk,580 sq.ft,,,,,,,
6,"18,000","Dhanori, Pune",Semi Furnished,Nestaway Technologies Pvt. Ltd.,https://housing.com/rent/6479040-850-sqft-1-bhk-independent-house-on-rent-in-lokhande-wasti-lane---2-pune,1 BHK Independent House for rent in Dhanori,850 sq.ft,,,,,,,
7,"10,000","Pandharinagar,EON Free Zone, Kharadi,Pune",Unfurnished,Shankar Salunkhe,https://housing.com/rent/6338335-650-sqft-1-bhk-independent-house-on-rent-in-kharadi-pune,1 BHK Independent House for rent in Kharadi,650 sq.ft,,,,,,,
8,"25,000","Near kothrud city pride theater ,Kothrud, Pune",Unfurnished,Prasad Khanekar,https://housing.com/rent/6443416-1100-sqft-2-bhk-independent-house-on-rent-in-kothrud-pune,2 BHK Independent House for rent in Kothrud,1100 sq.ft,,,,,,,
9,"12,000","Satale niwas,Keshav Nagar, Mundhwa,Pune",Semi Furnished,Angad,https://housing.com/rent/4632003-750-sqft-1-bhk-independent-house-on-rent-in-mundhwa-pune,1 BHK Independent House for rent in Mundhwa,750 sq.ft,,,,,,,
10,"13,000","Wadeshwar Nivas,Wadgaon Sheri, Pune",Semi Furnished,Suraj Nandgaokar,https://housing.com/rent/5890281-600-sqft-1-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,1 BHK Independent House for rent in Wadgaon Sheri,600 sq.ft,,,,,,,
11,"5,500","SHANTIKUNJ ,Dadaji Vasti, Lohegaon,Pune",Unfurnished,Atharv Properties,https://housing.com/rent/6404995-350-sqft-1-rk-independent-house-on-rent-in-lohegaon-pune,1 RK Independent House for rent in Lohegaon,350 sq.ft,,,,,,,
12,"22,000","Panchod ,Daund, Pune",Fully Furnished,Krishna,https://housing.com/rent/6482617-1000-sqft-2-bhk-independent-house-on-rent-in-balaji-nagar-pune,2 BHK Independent House for rent in Daund,1000 sq.ft,,,,,,,
13,"27,000"," Koregaon Park annex road,Meera Nagar, Koregaon Park,Pune",Fully Furnished,ANKUSH GAIKWAD,https://housing.com/rent/6193335-1300-sqft-3-bhk-independent-house-on-rent-in-koregaon-park-pune,3 BHK Independent House for rent in Koregaon Park,1300 sq.ft,,,,,,,
14,"24,000","Geras Enclave, Clover Park, Viman Nagar,Pune",Fully Furnished,Matrix Properties,https://housing.com/rent/6510944-750-sqft-2-bhk-independent-house-on-rent-in-viman-nagar-pune,2 BHK Independent House for rent in Viman Nagar,750 sq.ft,,,,,,,
15,"20,000","Wireless colony,Wireless Colony, Aundh,Pune",Unfurnished,Sunil Khandagale,https://housing.com/rent/5992442-1200-sqft-2-bhk-independent-house-on-rent-in-aundh-pune,2 BHK Independent House for rent in Aundh,1200 sq.ft,,,,,,,
16,"40,000","Nyati County, Mohammed Wadi,Pune",Semi Furnished,Haroon Shaikh,https://housing.com/rent/6294968-4900-sqft-4-bhk-independent-house-on-rent-in-undri-pune,4 BHK Independent House for rent in Mohammed Wadi,4900 sq.ft,,,,,,,
17,"10,000","Rukhmini building ,Keshav Nagar, Mundhwa,Pune",Unfurnished,S. S. Bhandari,https://housing.com/rent/4950445-520-sqft-2-bhk-independent-house-on-rent-in-mundhwa-pune,2 BHK Independent House for rent in Mundhwa,520 sq.ft,,,,,,,
18,"15,000","Khese Park, Lohegaon,Pune",Unfurnished,ABV Property,https://housing.com/rent/6152940-980-sqft-2-bhk-independent-house-on-rent-in-lohegaon-pune,2 BHK Independent House for rent in Lohegaon,980 sq.ft,,,,,,,
19,"11,000","Sai Darshan,Indira Nagar, Dhanori,Pune",Semi Furnished,DK Properties,https://housing.com/rent/5621140-590-sqft-1-bhk-independent-house-on-rent-in-tingre-nagar-pune,1 BHK Independent House for rent in Dhanori,590 sq.ft,,,,,,,
20,"18,500","Chinchwad, Pune",Semi Furnished,Srikant Kulkarni,https://housing.com/rent/6503271-1500-sqft-3-bhk-independent-house-on-rent-in-chinchwad-pune,3 BHK Independent House for rent in Chinchwad,1500 sq.ft,,,,,,,
21,"7,500","Chandan Nagar, Pune",Semi Furnished,Suraj Gupta,https://housing.com/rent/5840386-151-sqft-1-rk-independent-house-on-rent-in-chandan-nagar-pune,1 RK Independent House for rent in Chandan Nagar,151 sq.ft,,,,,,,
22,"25,000","Manjari Budruk, Pune",Fully Furnished,Ronal Nikalje,https://housing.com/rent/6235262-2000-sqft-2-bhk-independent-house-on-rent-in-manjari-budruk-pune,2 BHK Independent House for rent in Manjari Budruk,2000 sq.ft,,,,,,,
23,"10,000","Hinjawadi Village, Hinjewadi,Pune",Fully Furnished,Balaji Om Shiv Sai Home's,https://housing.com/rent/6304684-450-sqft-1-bhk-independent-house-on-rent-in-hinjewadi-pune,1 BHK Independent House for rent in Hinjewadi,450 sq.ft,,,,,,,
24,"9,000","Keshav Nagar, Mundhwa,Pune",Semi Furnished,Dalvi Sambhaji,https://housing.com/rent/4014042-510-sqft-2-bhk-independent-house-on-rent-in-mundhwa-pune,2 BHK Independent House for rent in Mundhwa,510 sq.ft,,,,,,,
25,"6,000","Green Wood, Manjari Budruk, Pune",Unfurnished,Sunil,https://housing.com/rent/6238757-580-sqft-1-bhk-independent-house-on-rent-in-manjari-budruk-pune,1 BHK Independent House for rent in Manjari Budruk,580 sq.ft,,,,,,,
26,"18,000","Dhanori, Pune",Semi Furnished,Nestaway Technologies Pvt. Ltd.,https://housing.com/rent/6479040-850-sqft-1-bhk-independent-house-on-rent-in-lokhande-wasti-lane---2-pune,1 BHK Independent House for rent in Dhanori,850 sq.ft,,,,,,,
27,"10,000","Pandharinagar,EON Free Zone, Kharadi,Pune",Unfurnished,Shankar Salunkhe,https://housing.com/rent/6338335-650-sqft-1-bhk-independent-house-on-rent-in-kharadi-pune,1 BHK Independent House for rent in Kharadi,650 sq.ft,,,,,,,
28,"25,000","Near kothrud city pride theater ,Kothrud, Pune",Unfurnished,Prasad Khanekar,https://housing.com/rent/6443416-1100-sqft-2-bhk-independent-house-on-rent-in-kothrud-pune,2 BHK Independent House for rent in Kothrud,1100 sq.ft,,,,,,,
29,"12,000","Satale niwas,Keshav Nagar, Mundhwa,Pune",Semi Furnished,Angad,https://housing.com/rent/4632003-750-sqft-1-bhk-independent-house-on-rent-in-mundhwa-pune,1 BHK Independent House for rent in Mundhwa,750 sq.ft,,,,,,,
30,"13,000","Wadeshwar Nivas,Wadgaon Sheri, Pune",Semi Furnished,Suraj Nandgaokar,https://housing.com/rent/5890281-600-sqft-1-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,1 BHK Independent House for rent in Wadgaon Sheri,600 sq.ft,,,,,,,
31,"5,500","SHANTIKUNJ ,Dadaji Vasti, Lohegaon,Pune",Unfurnished,Atharv Properties,https://housing.com/rent/6404995-350-sqft-1-rk-independent-house-on-rent-in-lohegaon-pune,1 RK Independent House for rent in Lohegaon,350 sq.ft,,,,,,,
32,"22,000","Panchod ,Daund, Pune",Fully Furnished,Krishna,https://housing.com/rent/6482617-1000-sqft-2-bhk-independent-house-on-rent-in-balaji-nagar-pune,2 BHK Independent House for rent in Daund,1000 sq.ft,,,,,,,
33,"27,000"," Koregaon Park annex road,Meera Nagar, Koregaon Park,Pune",Fully Furnished,ANKUSH GAIKWAD,https://housing.com/rent/6193335-1300-sqft-3-bhk-independent-house-on-rent-in-koregaon-park-pune,3 BHK Independent House for rent in Koregaon Park,1300 sq.ft,,,,,,,
34,"24,000","Geras Enclave, Clover Park, Viman Nagar,Pune",Fully Furnished,Matrix Properties,https://housing.com/rent/6510944-750-sqft-2-bhk-independent-house-on-rent-in-viman-nagar-pune,2 BHK Independent House for rent in Viman Nagar,750 sq.ft,,,,,,,
35,"20,000","Wireless colony,Wireless Colony, Aundh,Pune",Unfurnished,Sunil Khandagale,https://housing.com/rent/5992442-1200-sqft-2-bhk-independent-house-on-rent-in-aundh-pune,2 BHK Independent House for rent in Aundh,1200 sq.ft,,,,,,,
36,"40,000","Nyati County, Mohammed Wadi,Pune",Semi Furnished,Haroon Shaikh,https://housing.com/rent/6294968-4900-sqft-4-bhk-independent-house-on-rent-in-undri-pune,4 BHK Independent House for rent in Mohammed Wadi,4900 sq.ft,,,,,,,
37,"10,000","Rukhmini building ,Keshav Nagar, Mundhwa,Pune",Unfurnished,S. S. Bhandari,https://housing.com/rent/4950445-520-sqft-2-bhk-independent-house-on-rent-in-mundhwa-pune,2 BHK Independent House for rent in Mundhwa,520 sq.ft,,,,,,,
38,"15,000","Khese Park, Lohegaon,Pune",Unfurnished,ABV Property,https://housing.com/rent/6152940-980-sqft-2-bhk-independent-house-on-rent-in-lohegaon-pune,2 BHK Independent House for rent in Lohegaon,980 sq.ft,,,,,,,
39,"11,000","Sai Darshan,Indira Nagar, Dhanori,Pune",Semi Furnished,DK Properties,https://housing.com/rent/5621140-590-sqft-1-bhk-independent-house-on-rent-in-tingre-nagar-pune,1 BHK Independent House for rent in Dhanori,590 sq.ft,,,,,,,
40,"15,000","Aundh ,Wireless Colony, Aundh,Pune",Unfurnished,Axiom Realtors,https://housing.com/rent/6077041-900-sqft-1-bhk-independent-house-on-rent-in-aundh-pune,1 BHK Independent House for rent in Aundh,900 sq.ft,,,,,,,
41,"16,000","Sameer Appartment,Hanuman Nagar, Wadgaon Sheri,Pune",Unfurnished,Ajay Shukla,https://housing.com/rent/5011425-950-sqft-2-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,2 BHK Independent House for rent in Wadgaon Sheri,950 sq.ft,,,,,,,
42,"12,000","Hinjewadi Rajiv Gandhi Infotech Park, Hinjewadi,Pune",Unfurnished,Vaibhav Chaudhari,https://housing.com/rent/5971633-600-sqft-1-rk-independent-house-on-rent-in-hinjewadi-pune,1 RK Independent House for rent in Hinjewadi,600 sq.ft,,,,,,,
43,"18,000","Inawgle Villa,Vishal Nagar, Pimple Nilakh,Pune",Unfurnished,Rishi,https://housing.com/rent/5101615-1800-sqft-3-bhk-independent-house-on-rent-in-pimple-nilakh-pune,3 BHK Independent House for rent in Pimple Nilakh,1800 sq.ft,,,,,,,
44,"22,000","Walvekar Nagar, Parvati Darshan,Pune",Unfurnished,Radha Soni,https://housing.com/rent/6180620-800-sqft-2-bhk-independent-house-on-rent-in-parvati-darshan-pune,2 BHK Independent House for rent in Parvati Darshan,800 sq.ft,,,,,,,
45,"75,000","Mhada Colony, Viman Nagar,Pune",Fully Furnished,Kiran Bhalerao,https://housing.com/rent/6118064-2350-sqft-4-bhk-independent-house-on-rent-in-viman-nagar-pune,4 BHK Independent House for rent in Viman Nagar,2350 sq.ft,,,,,,,
46,"1,50,000","Pradhikaran, Nigdi,Pune",Semi Furnished,S S Enterprises,https://housing.com/rent/6219802-3000-sqft-6-bhk-independent-house-on-rent-in-nigdi-pune,6 BHK Independent House for rent in Nigdi,3000 sq.ft,,,,,,,
47,"35,000","Rakshak Nagar, Kharadi,Pune",Unfurnished,Realtegic Realtors,https://housing.com/rent/6201934-2500-sqft-3-bhk-independent-house-on-rent-in-kharadi-pune,3 BHK Independent House for rent in Kharadi,2500 sq.ft,,,,,,,
48,"8,000","Bibwewadi, Pune",Unfurnished,Swapnil Mali,https://housing.com/rent/5963348-650-sqft-1-bhk-independent-house-on-rent-in-bibwewadi-pune,1 BHK Independent House for rent in Bibwewadi,650 sq.ft,,,,,,,
49,"1,00,000","own House,Pradhikaran, Nigdi,Pune",Fully Furnished,DHANANJAY MOHITE,https://housing.com/rent/6420455-5000-sqft-5-bhk-independent-house-on-rent-in-nigdi-pune,5 BHK Independent House for rent in Nigdi,5000 sq.ft,,,,,,,
50,"9,000","Chinchwad, Pune",Unfurnished,Ronak Mutha,https://housing.com/rent/4727016-750-sqft-1-bhk-independent-house-on-rent-in-chinchwad-pune,1 BHK Independent House for rent in Chinchwad,750 sq.ft,,,,,,,
51,"25,000","Hinjewadi, Pune",Unfurnished,Archana Enetrprises,https://housing.com/rent/1847390-2300-sqft-3-bhk-independent-house-on-rent-in-hinjewadi-pune,3 BHK Independent House for rent in Hinjewadi,2300 sq.ft,,,,,,,
52,"20,000","Om Sai Venkata Madhuban Sai City, Talegaon Dabhade, Pune",Fully Furnished,Homesphere Property Management Business,https://housing.com/rent/5709878-1700-sqft-3-bhk-independent-house-on-rent-in-talegaon-dabhade-pune,3 BHK Independent House for rent in Talegaon Dabhade,1700 sq.ft,,,,,,,
53,"1,00,000","Rohan Madhuban, Bavdhan, Pune",Fully Furnished,Rajesh Paralkar,https://housing.com/rent/5881580-5050-sqft-4-bhk-independent-house-on-rent-in-bavdhan-pune,4 BHK Independent House for rent in Bavdhan,5050 sq.ft,,,,,,,
54,"14,000","DNK Shree Nivas Sankul, Katraj, Pune",Semi Furnished,Prafull Dhamal,https://housing.com/rent/5981530-1300-sqft-1-bhk-independent-house-on-rent-in-katraj-pune,1 BHK Independent House for rent in Katraj,1300 sq.ft,,,,,,,
55,"26,000","Indira Nagar, Dhanori,Pune",Unfurnished,Sachin Londhe,https://housing.com/rent/6320230-2500-sqft-3-bhk-independent-house-on-rent-in-tingre-nagar-pune,3 BHK Independent House for rent in Dhanori,2500 sq.ft,,,,,,,
56,"30,000","KALAMKAR COMPLEX, Balewadi Phata, Baner,Pune",Unfurnished,Shri Dattamurti,https://housing.com/rent/5969851-1450-sqft-3-bhk-independent-house-on-rent-in-baner-pune,3 BHK Independent House for rent in Baner,1450 sq.ft,,,,,,,
57,"45,000","Mahatma Society,Alkapuri Society, Kothrud,Pune",Fully Furnished,Rohit Mokate,https://housing.com/rent/3946570-2500-sqft-3-bhk-independent-house-on-rent-in-kothrud-pune,3 BHK Independent House for rent in Kothrud,2500 sq.ft,,,,,,,
58,"10,000","Om sadaguru krupa,Unnatinagar, Hadapsar,Pune",Unfurnished,Rohini Patil,https://housing.com/rent/5925719-800-sqft-1-bhk-independent-house-on-rent-in-hadapsar-pune,1 BHK Independent House for rent in Hadapsar,800 sq.ft,,,,,,,
59,"9,000","Laxmi Nagar, Pimple Gurav,Pune",Unfurnished,Mahesh,https://housing.com/rent/6304876-600-sqft-1-bhk-independent-house-on-rent-in-pimple-gurav-pune,1 BHK Independent House for rent in Pimple Gurav,600 sq.ft,,,,,,,
60,"18,500","Chinchwad, Pune",Semi Furnished,Srikant Kulkarni,https://housing.com/rent/6503271-1500-sqft-3-bhk-independent-house-on-rent-in-chinchwad-pune,3 BHK Independent House for rent in Chinchwad,1500 sq.ft,,,,,,,
61,"7,500","Chandan Nagar, Pune",Semi Furnished,Suraj Gupta,https://housing.com/rent/5840386-151-sqft-1-rk-independent-house-on-rent-in-chandan-nagar-pune,1 RK Independent House for rent in Chandan Nagar,151 sq.ft,,,,,,,
62,"25,000","Manjari Budruk, Pune",Fully Furnished,Ronal Nikalje,https://housing.com/rent/6235262-2000-sqft-2-bhk-independent-house-on-rent-in-manjari-budruk-pune,2 BHK Independent House for rent in Manjari Budruk,2000 sq.ft,,,,,,,
63,"10,000","Hinjawadi Village, Hinjewadi,Pune",Fully Furnished,Balaji Om Shiv Sai Home's,https://housing.com/rent/6304684-450-sqft-1-bhk-independent-house-on-rent-in-hinjewadi-pune,1 BHK Independent House for rent in Hinjewadi,450 sq.ft,,,,,,,
64,"9,000","Keshav Nagar, Mundhwa,Pune",Semi Furnished,Dalvi Sambhaji,https://housing.com/rent/4014042-510-sqft-2-bhk-independent-house-on-rent-in-mundhwa-pune,2 BHK Independent House for rent in Mundhwa,510 sq.ft,,,,,,,
65,"6,000","Green Wood, Manjari Budruk, Pune",Unfurnished,Sunil,https://housing.com/rent/6238757-580-sqft-1-bhk-independent-house-on-rent-in-manjari-budruk-pune,1 BHK Independent House for rent in Manjari Budruk,580 sq.ft,,,,,,,
66,"18,000","Dhanori, Pune",Semi Furnished,Nestaway Technologies Pvt. Ltd.,https://housing.com/rent/6479040-850-sqft-1-bhk-independent-house-on-rent-in-lokhande-wasti-lane---2-pune,1 BHK Independent House for rent in Dhanori,850 sq.ft,,,,,,,
67,"10,000","Pandharinagar,EON Free Zone, Kharadi,Pune",Unfurnished,Shankar Salunkhe,https://housing.com/rent/6338335-650-sqft-1-bhk-independent-house-on-rent-in-kharadi-pune,1 BHK Independent House for rent in Kharadi,650 sq.ft,,,,,,,
68,"25,000","Near kothrud city pride theater ,Kothrud, Pune",Unfurnished,Prasad Khanekar,https://housing.com/rent/6443416-1100-sqft-2-bhk-independent-house-on-rent-in-kothrud-pune,2 BHK Independent House for rent in Kothrud,1100 sq.ft,,,,,,,
69,"12,000","Satale niwas,Keshav Nagar, Mundhwa,Pune",Semi Furnished,Angad,https://housing.com/rent/4632003-750-sqft-1-bhk-independent-house-on-rent-in-mundhwa-pune,1 BHK Independent House for rent in Mundhwa,750 sq.ft,,,,,,,
70,"13,000","Wadeshwar Nivas,Wadgaon Sheri, Pune",Semi Furnished,Suraj Nandgaokar,https://housing.com/rent/5890281-600-sqft-1-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,1 BHK Independent House for rent in Wadgaon Sheri,600 sq.ft,,,,,,,
71,"5,500","SHANTIKUNJ ,Dadaji Vasti, Lohegaon,Pune",Unfurnished,Atharv Properties,https://housing.com/rent/6404995-350-sqft-1-rk-independent-house-on-rent-in-lohegaon-pune,1 RK Independent House for rent in Lohegaon,350 sq.ft,,,,,,,
72,"22,000","Panchod ,Daund, Pune",Fully Furnished,Krishna,https://housing.com/rent/6482617-1000-sqft-2-bhk-independent-house-on-rent-in-balaji-nagar-pune,2 BHK Independent House for rent in Daund,1000 sq.ft,,,,,,,
73,"27,000"," Koregaon Park annex road,Meera Nagar, Koregaon Park,Pune",Fully Furnished,ANKUSH GAIKWAD,https://housing.com/rent/6193335-1300-sqft-3-bhk-independent-house-on-rent-in-koregaon-park-pune,3 BHK Independent House for rent in Koregaon Park,1300 sq.ft,,,,,,,
74,"24,000","Geras Enclave, Clover Park, Viman Nagar,Pune",Fully Furnished,Matrix Properties,https://housing.com/rent/6510944-750-sqft-2-bhk-independent-house-on-rent-in-viman-nagar-pune,2 BHK Independent House for rent in Viman Nagar,750 sq.ft,,,,,,,
75,"20,000","Wireless colony,Wireless Colony, Aundh,Pune",Unfurnished,Sunil Khandagale,https://housing.com/rent/5992442-1200-sqft-2-bhk-independent-house-on-rent-in-aundh-pune,2 BHK Independent House for rent in Aundh,1200 sq.ft,,,,,,,
76,"40,000","Nyati County, Mohammed Wadi,Pune",Semi Furnished,Haroon Shaikh,https://housing.com/rent/6294968-4900-sqft-4-bhk-independent-house-on-rent-in-undri-pune,4 BHK Independent House for rent in Mohammed Wadi,4900 sq.ft,,,,,,,
77,"10,000","Rukhmini building ,Keshav Nagar, Mundhwa,Pune",Unfurnished,S. S. Bhandari,https://housing.com/rent/4950445-520-sqft-2-bhk-independent-house-on-rent-in-mundhwa-pune,2 BHK Independent House for rent in Mundhwa,520 sq.ft,,,,,,,
78,"15,000","Khese Park, Lohegaon,Pune",Unfurnished,ABV Property,https://housing.com/rent/6152940-980-sqft-2-bhk-independent-house-on-rent-in-lohegaon-pune,2 BHK Independent House for rent in Lohegaon,980 sq.ft,,,,,,,
79,"11,000","Sai Darshan,Indira Nagar, Dhanori,Pune",Semi Furnished,DK Properties,https://housing.com/rent/5621140-590-sqft-1-bhk-independent-house-on-rent-in-tingre-nagar-pune,1 BHK Independent House for rent in Dhanori,590 sq.ft,,,,,,,
80,"15,000","Aundh ,Wireless Colony, Aundh,Pune",Unfurnished,Axiom Realtors,https://housing.com/rent/6077041-900-sqft-1-bhk-independent-house-on-rent-in-aundh-pune,1 BHK Independent House for rent in Aundh,900 sq.ft,,,,,,,
81,"16,000","Sameer Appartment,Hanuman Nagar, Wadgaon Sheri,Pune",Unfurnished,Ajay Shukla,https://housing.com/rent/5011425-950-sqft-2-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,2 BHK Independent House for rent in Wadgaon Sheri,950 sq.ft,,,,,,,
82,"12,000","Hinjewadi Rajiv Gandhi Infotech Park, Hinjewadi,Pune",Unfurnished,Vaibhav Chaudhari,https://housing.com/rent/5971633-600-sqft-1-rk-independent-house-on-rent-in-hinjewadi-pune,1 RK Independent House for rent in Hinjewadi,600 sq.ft,,,,,,,
83,"18,000","Inawgle Villa,Vishal Nagar, Pimple Nilakh,Pune",Unfurnished,Rishi,https://housing.com/rent/5101615-1800-sqft-3-bhk-independent-house-on-rent-in-pimple-nilakh-pune,3 BHK Independent House for rent in Pimple Nilakh,1800 sq.ft,,,,,,,
84,"22,000","Walvekar Nagar, Parvati Darshan,Pune",Unfurnished,Radha Soni,https://housing.com/rent/6180620-800-sqft-2-bhk-independent-house-on-rent-in-parvati-darshan-pune,2 BHK Independent House for rent in Parvati Darshan,800 sq.ft,,,,,,,
85,"75,000","Mhada Colony, Viman Nagar,Pune",Fully Furnished,Kiran Bhalerao,https://housing.com/rent/6118064-2350-sqft-4-bhk-independent-house-on-rent-in-viman-nagar-pune,4 BHK Independent House for rent in Viman Nagar,2350 sq.ft,,,,,,,
86,"1,50,000","Pradhikaran, Nigdi,Pune",Semi Furnished,S S Enterprises,https://housing.com/rent/6219802-3000-sqft-6-bhk-independent-house-on-rent-in-nigdi-pune,6 BHK Independent House for rent in Nigdi,3000 sq.ft,,,,,,,
87,"35,000","Rakshak Nagar, Kharadi,Pune",Unfurnished,Realtegic Realtors,https://housing.com/rent/6201934-2500-sqft-3-bhk-independent-house-on-rent-in-kharadi-pune,3 BHK Independent House for rent in Kharadi,2500 sq.ft,,,,,,,
88,"8,000","Bibwewadi, Pune",Unfurnished,Swapnil Mali,https://housing.com/rent/5963348-650-sqft-1-bhk-independent-house-on-rent-in-bibwewadi-pune,1 BHK Independent House for rent in Bibwewadi,650 sq.ft,,,,,,,
89,"1,00,000","own House,Pradhikaran, Nigdi,Pune",Fully Furnished,DHANANJAY MOHITE,https://housing.com/rent/6420455-5000-sqft-5-bhk-independent-house-on-rent-in-nigdi-pune,5 BHK Independent House for rent in Nigdi,5000 sq.ft,,,,,,,
90,"9,000","Chinchwad, Pune",Unfurnished,Ronak Mutha,https://housing.com/rent/4727016-750-sqft-1-bhk-independent-house-on-rent-in-chinchwad-pune,1 BHK Independent House for rent in Chinchwad,750 sq.ft,,,,,,,
91,"25,000","Hinjewadi, Pune",Unfurnished,Archana Enetrprises,https://housing.com/rent/1847390-2300-sqft-3-bhk-independent-house-on-rent-in-hinjewadi-pune,3 BHK Independent House for rent in Hinjewadi,2300 sq.ft,,,,,,,
92,"20,000","Om Sai Venkata Madhuban Sai City, Talegaon Dabhade, Pune",Fully Furnished,Homesphere Property Management Business,https://housing.com/rent/5709878-1700-sqft-3-bhk-independent-house-on-rent-in-talegaon-dabhade-pune,3 BHK Independent House for rent in Talegaon Dabhade,1700 sq.ft,,,,,,,
